"y" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20" "X21" "X22" "X23" "X24" "X25" "X26" "X27" "X28" "X29" "X30" "X31" "X32" "X33" "X34" "X35" "X36" "X37" "X38" "X39" "X40" "X41" "X42" "X43" "X44" "X45" "X46" "X47" "X48" "X49" "X50" "X51" "X52" "X53" "X54" "X55" "X56" "X57" "X58" "X59" "X60" "X61" "X62" "X63" "X64" "X65" "X66" "X67" "X68" "X69" "X70" "X71" "X72" "X73" "X74" "X75" "X76" "X77" "X78" "X79" "X80" "X81" "X82" "X83" "X84" "X85" "X86" "X87" "X88" "X89" "X90" "X91" "X92" "X93" "X94" "X95" "X96" "X97" "X98" "X99" "X100" "X101" "X102" "X103" "X104" "X105" "X106" "X107" "X108" "X109" "X110" "X111" "X112" "X113" "X114" "X115" "X116" "X117" "X118" "X119" "X120" "X121" "X122" "X123" "X124" "X125" "X126" "X127" "X128" "X129" "X130" "X131" "X132" "X133" "X134" "X135" "X136" "X137" "X138" "X139" "X140" "X141" "X142" "X143" "X144" "X145" "X146" "X147" "X148" "X149" "X150" "X151" "X152" "X153" "X154" "X155" "X156" "X157" "X158" "X159" "X160" "X161" "X162" "X163" "X164" "X165" "X166" "X167" "X168" "X169" "X170" "X171" "X172" "X173" "X174" "X175" "X176" "X177" "X178" "X179" "X180"
"104" 39.0439 4.6955 1.9164 -7.3728 -2.3547 0.1725 -4.9823 0.2016 1.1789 -0.2713 -7.1528 -4.0267 2.1714 1.3502 6.809 -4.8949 4.4806 2.6274 -6.6466 -0.4434 3.2086 6.1495 5.1592 -0.7185 4.1252 -0.9467 -4.3422 -5.1335 -3.3365 2.6782 1.4582 -0.7787 -6.4319 -3.8943 2.4736 4.441 -1.4275 -11.0686 -0.9249 2.5344 2.9768 -0.3577 -1.5466 15.0164 2.4463 9.1106 0.6247 2.507 1.3889 6.8017 0.9813 4.0989 -6.3947 3.9197 -5.8166 3.7915 0.0699 6.3521 0.0145 -2.7688 -2.8108 2.4794 -6.4646 -3.8868 -6.0173 -2.7539 -3.8515 4.061 0.591 -3.0725 3.7732 5.6925 10.4648 -1.2292 2.9463 0.4221 -3.0548 4.9883 4.8684 -8.1697 2.2648 1.1199 2.3882 4.3551 -2.6817 4.5208 2.7432 -6.2722 -5.5609 2.1336 0.7712 0.7314 6.7795 -1.7172 -8.2977 -8.5959 -3.8646 7.9811 -1.6022 -7.1398 1.1691 6.2029 3.7287 2.4821 4.9406 -1.5349 6.57 4.5681 10.4339 0.9863 -0.885 -10.1783 -0.387 1.0761 -6.1368 -3.5383 4.4891 -0.5715 4.5591 -7.2477 -6.2445 6.6369 3.3074 -5.1814 -1.426 -0.6939 0.5559 4.4375 -2.4738 0.5089 6.9857 -10.55 -1.8385 -3.5333 0.1775 -4.7479 -4.4716 -5.9017 0.7055 4.2765 3.8779 -1.6146 2.646 -1.5424 -0.8098 -4.2908 0.2961 3.8947 8.1806 2.7127 6.0278 -3.864 -1.2161 1.1168 0.9953 -2.7073 -4.5284 -3.9941 2.3042 -0.4657 3.0622 -1.9542 -1.1034 1.1611 2.2588 9.7018 2.1572 -1.6243 -4.6979 0.2787 -2.8293 -4.0618 5.1701 -0.3167 1.1602 0.6216 1.4224 -3.7385 0.8546 -3.6068 5.154
"105" -0.2696 -2.5187 -3.3575 2.0557 4.9757 4.7674 3.8885 4.1088 2.8794 2.1252 6.2641 -0.7099 2.0786 1.9856 0.6076 -1.803 3.0973 -7.073 4.8889 2.3265 -3.0051 -1.2307 2.1825 -1.1406 2.4201 0.6569 -3.2687 2.5257 -8.9232 -1.7651 -1.2509 0.6077 2.7098 -4.6635 2.4838 5.0941 -0.8248 3.3512 4.413 -1.8715 -6.3113 0.0908 0.6765 -4.8247 -8.8373 -2.2439 0.421 -3.0318 -7.6237 1.3437 4.9556 6.3983 -4.7673 -9.7416 2.1735 7.3819 1.3541 5.4132 0.0059 -0.9233 2.4831 -0.2821 -0.2033 3.8807 -3.2244 -3.513 -2.2663 12.8158 1.2232 -1.1607 11.3321 -4.6906 -5.1375 -3.8128 -2.3339 1.8209 5.3266 2.3059 1.434 6.8436 -5.0935 10.5461 5.638 6.4457 -0.1677 1.6647 -9.6322 0.7035 1.7543 -1.6219 15.2885 -0.1185 0.8725 -0.3684 -3.1022 0.1659 0.4302 -1.8746 6.5605 0.6083 6.3316 -2.5187 -0.4185 -3.1696 -4.34 1.2488 -1.7096 8.4924 -3.7085 1.919 6.1171 2.6424 -1.0312 2.5132 1.2708 3.3184 -0.571 -1.2057 -0.6366 -7.0497 4.0381 2.962 3.5619 3.7588 -2.5238 1.6372 1.8323 5.8451 -6.7469 -1.5302 1.4432 -6.3203 0.5894 3.8749 -5.6564 2.8623 4.3635 2.9642 -0.5315 -0.3494 -1.6093 -2.4975 5.3006 -0.8403 -0.6868 -6.5524 5.845 -9.7118 0.8279 2.6271 6.5876 5.1748 -4.778 1.9874 1.6457 0.5182 -0.4583 8.2572 -4.4391 0.4118 2.9188 -2.3083 -0.8383 3.5529 -7.0147 -5.9707 -5.3358 -0.4091 2.9304 0.4992 0.5051 0.0164 6.9794 3.3254 0.479 8.5349 1.7034 2.9791 3.7979 7.2739 -0.1398
"106" 64.7737 -2.8715 2.5971 -1.3903 1.7813 4.3645 -0.4603 5.6201 8.7478 2.1006 3.2232 -0.0207 -5.1814 10.1826 -5.0959 -2.7932 -5.0417 -1.7204 1.8165 3.03 -3.8416 -4.8132 -2.6322 -5.6421 -5.5396 -6.7331 -1.8415 -2.7446 4.0133 1.9186 0.7484 3.791 -0.8107 7.5587 -0.3444 -4.0718 -0.3105 0.6928 0.2685 -0.7939 0.761 5.7359 -2.3856 3.5593 -0.0267 -2.1147 -3.5135 -0.6236 8.0943 1.2096 -1.6558 -0.6795 -2.3029 3.6645 3.755 -0.3445 3.403 2.2097 3.9581 1.5287 6.7104 2.69 -1.0958 -2.1358 3.9069 -4.5898 1.2543 -4.6947 7.6618 -8.1804 3.0826 4.5402 5.9323 -1.0292 4.0108 -0.3251 -0.1758 0.4856 0.5216 -0.9648 -2.8019 2.2647 0.5576 9.1213 -2.1895 -0.4647 10.0827 6.4069 1.8618 -1.0025 0.6871 8.1224 -2.5938 2.0355 -2.9855 6.1661 5.3596 7.9127 0.1572 -1.8687 -2.2243 -8.181 -0.3215 6.2008 -0.9815 1.4029 -1.5327 -6.8096 1.9978 1.885 -0.4433 2.4222 6.7041 -3.1902 7.9946 5.7477 1.1052 1.2401 3.1356 0.195 5.4623 -3.9454 -6.111 -1.5515 -1.5756 2.5407 4.0324 -4.6393 2.8298 3.5339 1.3385 0.5713 -11.4958 2.0533 4.5968 -4.8713 2.7861 -6.0099 -3.2317 -1.2629 1.5595 3.4958 -7.4871 -5.9548 4.1644 -12.5324 4.9357 -4.9477 -9.3954 -1.6297 -1.7899 4.1493 8.4342 -1.4788 -0.7235 -2.6031 3.051 -1.6256 2.0403 -3.1729 -6.4383 1.4455 -4.8177 -4.5509 1.1175 2.3886 -5.5765 -6.8372 -6.586 -1.1245 -2.0311 1.6492 2.9122 0.3616 -5.92 -5.2678 0.3758 -7.2316 -1.5444 7.5183 -3.5328
"107" -49.1195 -1.1806 3.0361 -0.2263 -0.7426 2.6279 7.2426 3.0429 5.4178 -4.1337 -7.7825 2.9172 -1.2422 -3.1161 -6.1914 4.3237 -5.8416 10.8056 -8.0258 6.0351 -4.9859 -3.6354 6.1603 7.3064 -7.4398 0.0652 2.8375 4.3271 3.2543 -3.2857 3.204 0.6696 -1.2608 -8.218 -0.9001 -2.591 -1.6753 -0.2185 -5.7828 -10.2171 -8.025 0.878 -4.2625 2.4399 -4.7749 4.2397 -6.8634 -5.4143 5.1917 -2.0972 2.0903 0.3399 7.4617 5.3615 -4.0015 1.9924 3.704 -0.7709 2.6431 4.9321 -6.2565 -3.2629 1.4107 0.2813 -2.715 -5.049 3.8289 -3.0451 4.8027 3.2231 7.2744 -6.4402 -3.8033 2.2751 4.4585 -7.3137 -1.9165 -0.491 -4.5099 -2.4174 -8.1334 0.9866 -2.1192 8.9252 0.9273 5.5503 -5.6641 2.8084 -0.106 4.6572 -0.9257 -4.7705 0.2919 4.8018 -7.1493 1.5976 7.362 3.7097 1.651 0.3156 -2.5193 5.7456 8.0589 -0.1932 1.5932 -3.9926 -0.2091 3.261 -6.494 -6.7095 -3.0373 -5.1805 0.6176 -0.2819 -7.072 -9.4175 -6.1232 -1.4755 4.735 0.5101 3.7442 -5.1365 -5.0513 -5.4664 -1.1758 4.6205 4.9974 -2.7441 6.4032 -1.1777 -0.6951 1.7146 2.0855 -5.5378 4.8307 2.7269 1.4044 1.4375 7.0657 -2.6915 1.5683 1.9869 5.1412 1.4119 -2.3088 10.9887 -1.4397 0.3196 -3.6172 -8.253 8.4265 2.1189 -4.4804 -2.9853 3.1479 2.5373 -4.3712 0.054 -1.8833 -3.7825 -6.374 2.561 2.1928 3.7547 0.0979 -0.0846 5.2896 5.1594 -7.9739 -3.2227 3.0008 4.5523 -2.1082 -3.0287 -3.8692 -3.494 -1.4902 0.4353 -5.0989 -1.6171 -7.8462
"108" 33.3816 1.7131 3.5447 -1.0638 1.8077 7.8403 3.7826 -7.0394 5.6321 -0.2308 6.0077 -9.7879 3.4149 -4.4999 -3.1412 -0.8264 0.7385 -0.9465 -3.9772 -9.5969 1.429 2.241 1.6161 0.4255 0.5703 0.3151 4.2671 5.4871 -0.3175 -2.6209 0.6466 4.069 -0.5308 1.7469 6.6687 -1.5176 -7.9398 4.0732 2.826 -1.877 -0.7537 -6.6598 2.3424 2.7913 -2.4259 2.2089 6.8872 0.6988 7.6068 -9.1606 0.5752 1.2138 -2.2094 -3.8925 3.4399 1.8174 -9.1716 5.9249 1.6422 0.3079 -5.8776 4.5187 -0.7535 2.7796 1.9142 3.4975 -2.2251 -1.6566 -0.8282 -4.419 -3.433 -0.6964 6.7498 2.3549 -0.0635 4.6941 -6.5496 0.2256 1.2951 0.9458 5.0602 -0.0688 -0.8609 1.4252 8.1358 3.241 3.0026 -2.102 -0.7248 -4.7838 -1.2892 -0.6416 4.0371 0.0025 5.2455 -5.5909 14.0806 7.1998 -1.3822 3.0083 1.3916 1.6984 -0.1507 -0.7195 0.9792 0.8722 3.4261 -1.6789 4.4627 2.6276 2.1089 0.2665 6.9492 -7.4582 -6.2788 -0.5535 -6.2113 3.1884 3.1451 -2.3927 -1.166 -6.8423 0.0682 1.2015 -8.9766 -9.8345 -8.9053 -2.425 -2.724 -1.8618 -0.5092 7.4712 2.808 1.9037 2.9716 1.6962 8.1906 -2.6287 -4.9942 -2.0537 -12.4459 -4.5602 -1.4818 2.4291 2.5439 -4.9424 -2.9626 0.0567 6.0064 -3.3382 -1.0996 6.8351 -4.271 4.268 -5.8551 6.0002 1.6947 -1.4014 -4.2594 -4.6178 -0.0462 3.9667 1.3602 1.3328 -6.0682 -7.1659 5.5968 3.2024 -3.4333 -8.6137 3.8016 -0.8992 -12.3556 -2.5907 -0.4239 8.7913 -0.0286 -6.6152 -0.2507 5.9915 -6.1775
"109" 31.7783 5.425 -3.7213 -8.0624 6.5138 -2.2745 0.5442 -4.0107 4.0392 -2.0017 1.4125 5.9176 2.6823 3.759 -0.997 -0.5027 0.4754 0.7905 -0.521 4.4526 1.2781 0.9652 6.7374 8.4592 0.8485 10.3406 -6.341 -5.5191 -8.1175 1.4776 3.3483 6.5753 2.3607 -2.7825 10.8349 1.6143 6.3217 -1.1356 -2.8654 0.7397 1.2056 2.1856 2.5047 1.9994 -0.3174 -1.3389 5.8499 -0.1304 1.9632 -4.1246 2.0848 -1.3147 -5.8106 3.4518 3.0799 4.7193 5.4836 0.1952 -10.0374 8.2249 -4.5525 -2.2117 6.8481 1.1024 8.5799 -3.5886 -2.5691 -1.8614 1.2429 -5.8916 -4.874 2.7661 -2.3608 9.898 -4.8932 3.0223 6.2835 3.3737 -3.3488 -1.0738 -1.7392 -0.0033 3.3304 -10.545 -1.1653 7.1443 -1.0437 1.9564 5.9284 10.6217 7.8907 -3.8031 0.5683 -7.0212 3.2989 -7.3472 -7.5262 3.1428 0.9362 1.5379 1.2839 3.6916 -0.0839 4.7781 -1.6091 4.8955 6.9629 -1.0011 -5.358 -1.9116 -4.9977 1.9557 1.7535 3.7728 0.6251 3.3394 -2.9446 -3.5735 9.6739 -0.4348 -1.6069 -5.5198 -0.0164 -2.4427 2.7614 5.1857 4.7012 -3.6024 3.6311 6.2641 -0.5836 0.6679 3.4083 -6.1668 1.8732 5.048 -13.1504 -6.4364 3.6703 5.0164 -2.2926 -2.0145 10.6462 6.2735 4.9543 -4.2353 2.8367 -4.1715 0.0473 0.2679 -3.6319 -5.783 4.6635 1.0982 -0.5951 2.8968 1.809 -6.2623 -0.3688 5.7201 0.516 2.2598 -3.0359 -0.0164 -0.022 2.5606 7.854 2.4711 -3.8022 -0.7124 -0.6724 3.0302 -0.4538 -4.8097 -6.9658 -4.4259 4.9889 1.814 1.7557 -6.8665 -8.2299
"110" -6.4569 7.9352 -5.3402 3.5326 -1.5017 -2.9614 8.1942 -2.058 0.7449 1.3956 -0.6697 0.7218 -5.5144 2.5837 -5.4541 -1.7279 0.785 -3.9263 1.1627 4.435 -0.841 -3.112 -0.0871 4.0167 0.6028 -5.8231 1.1696 4.3895 1.6563 1.4749 -7.2645 -0.0319 8.9625 -10.1764 -3.3439 -3.8139 -0.0125 2.8207 -4.4159 1.7693 -2.8185 4.1489 1.1387 4.4752 1.0275 -2.6143 2.878 0.5858 0.6519 -0.67 3.5585 2.0728 7.0419 -8.2133 -9.3547 -4.1372 3.2352 -2.0719 4.1585 -0.6457 1.1869 8.1731 4.0067 -0.7452 -0.5422 -7.7086 -0.4748 3.8134 4.2521 -8.1601 4.879 -4.1512 -0.6471 -9.6466 2.1918 0.5777 -2.5681 8.6939 1.5164 2.1551 1.8472 -0.7945 -3.9094 -8.7544 1.7518 2.0727 -3.6938 1.6691 1.4235 12.2256 -6.1547 -3.9069 -2.4705 -7.9253 8.6268 -1.8516 -4.0626 -4.4499 5.2413 -2.1447 2.5771 -0.7742 -3.3403 4.2879 8.3449 3.7878 -1.0749 5.4106 2.0368 -0.1444 -1.8246 2.4762 -0.9705 5.0177 10.1062 -2.2581 3.3547 4.898 1.5278 8.3862 -3.924 0.7015 1.4184 13.5054 -0.867 3.9909 3.9358 4.539 0.5263 -3.7432 2.2756 2.4507 0.6824 -0.1422 1.0283 1.3045 -6.4959 -2.0254 8.9248 -4.8017 0.7149 -0.8244 1.5073 -2.5672 -2.5573 4.4292 -0.5719 8.3677 2.9543 4.41 -3.9945 -0.0697 -3.3881 9.5063 1.5262 0.8104 2.4312 -5.5548 -4.9502 -3.0569 1.061 -6.8601 2.0742 -2.7366 5.1473 2.3838 -1.406 1.84 -0.7544 3.4609 -4.6285 -6.1738 2.4017 -1.9233 1.9103 1.0914 -4.1191 7.7527 -2.3528 5.517 6.5744
"111" -59.7433 5.3268 -0.9323 1.4081 8.2579 -0.0582 -7.7711 7.2727 -3.0717 6.0844 -9.5215 0.0082 -3.539 3.8538 1.1147 -3.6794 -9.9008 -1.6408 -3.1635 1.9519 -5.7474 8.5649 -2.4679 -5.6044 -9.9242 9.977 -0.0962 0.7923 -0.5414 1.6496 0.2847 6.7038 1.6093 2.7634 -1.7678 -10.4146 4.3403 -2.6963 -6.7491 -1.6719 8.8593 3.6798 4.3442 4.2946 -5.996 -3.8952 -2.2367 -2.8118 0.8617 -8.7682 3.0816 1.5356 -9.0683 -1.7871 6.8642 5.9544 0.0411 3.5378 5.2315 1.3885 -2.507 0.4683 -2.8615 2.9764 4.9846 -3.1602 -3.7182 -3.4213 -1.9264 2.1554 -1.2845 -4.5066 -3.855 4.6958 -5.0557 -3.6247 3.1123 0.5228 -7.3315 5.8922 -1.4383 -4.34 3.5251 4.6798 -1.6231 -3.0358 -1.9635 2.6414 -4.0391 -2.345 -0.5137 -1.5067 4.7544 10.3386 -9.4793 1.7418 -2.8232 -1.9569 -1.4215 7.0622 -2.5901 -0.8477 -3.8241 1.2209 -4.429 -9.0478 16.4765 -0.9814 -2.2199 -1.717 3.8226 -1.6635 1.3352 3.1858 -1.8873 0.14 2.1618 5.2989 -4.7659 -1.7609 1.2395 -7.1196 -7.8717 7.9878 -5.5815 1.3895 0.3702 2.9397 5.8342 2.1924 -0.8593 5.2217 -1.7548 -1.4932 2.628 -1.043 -5.5428 5.7324 -6.979 4.4284 -0.0661 1.7909 -4.2827 0.2485 -4.0012 3.5446 -1.5955 3.4384 3.3445 -4.0234 3.2235 -7.3726 -2.1687 10.2899 3.9059 4.0377 3.2952 -1.0762 1.2986 2.5215 -8.4355 -6.8289 -2.3943 1.1239 1.2237 -2.9967 6.2916 6.4004 -1.7737 -6.2401 -3.5663 -4.4842 4.3133 6.8356 2.4388 -2.6997 -1.9834 -2.3739 1.0999 -0.3644 1.5122
"112" 42.2712 0.6077 5.6408 0.1698 3.4221 -0.1399 6.7072 2.586 -0.3574 3.1501 -0.7922 1.325 -3.0015 -0.2243 -8.4524 1.2202 10.4045 -8.3281 7.1282 -0.9946 -6.8353 3.8828 -3.0447 -9.1638 10.6049 0.0689 1.8376 -0.3197 -4.5827 0.3323 -5.7414 2.4255 0.9416 -8.62 5.8186 2.9213 7.5268 -3.4473 1.3307 -0.3091 1.3362 -2.4231 -3.6246 5.2715 5.573 -10.05 7.3941 2.2355 0.6741 -3.7508 -0.8909 5.8704 -1.0191 0.3409 -8.2895 -2.5672 -0.3406 2.1684 -9.359 -2.302 -0.1506 -0.8429 -0.9296 0.5242 2.5152 -3.0364 -13.4126 -0.9621 5.9713 3.8213 -2.8586 0.1244 -1.1572 -5.1978 9.4158 0.9109 -4.3734 4.4882 2.897 -5.7644 -3.8944 -4.2333 -3.2814 5.5305 0.1517 -1.9552 2.2271 2.7457 5.47 -4.8843 15.3416 -4.4012 -2.6512 -1.993 3.5157 -0.3257 -0.0485 1.2595 -1.9218 2.4069 6.5789 -4.7594 -1.858 -3.3329 -5.5587 -4.7492 10.5937 -0.1144 -1.2931 -8.9822 -5.0142 -5.4949 -8.7148 -0.7177 -1.4776 -1.8572 9.9582 1.6692 6.6726 5.4289 -0.7519 2.2523 9.6304 0.2333 -10.7196 -0.9438 -0.4095 6.9841 1.4503 -6.6712 1.3367 -3.0128 3.4846 4.4731 4.6673 -8.2365 -2.0491 -9.1437 -4.7696 -2.6935 1.5157 -1.5382 5.4063 1.6864 -4.6522 -4.4068 2.2902 -9.2592 1.7923 1.1706 -2.1402 -5.2176 -0.2834 -0.4422 7.4922 -2.2265 -0.5727 -3.3889 0.665 0.2224 9.7127 -3.649 -0.0732 0.8803 1.0206 0.1633 -1.3486 -5.5074 -3.7695 4.5333 2.8473 -2.6636 5.8988 0.8797 5.8797 -5.0211 1.3773 -2.3363 -2.6311 6.9199 -3.9213
"113" 4.8918 0.8626 7.2305 -3.8892 5.1654 0.9178 -7.9955 -0.9112 8.6091 -5.9076 -4.7201 -17.3069 1.7133 2.265 -3.7187 4.0328 -4.0835 1.9486 6.7856 0.8915 5.1938 -1.3702 -3.6297 -7.6992 -3.8906 1.0963 -1.6533 -1.5617 -5.8407 3.1058 -1.6292 -3.7207 2.2389 7.318 -1.3246 4.5263 2.1852 -0.2654 -0.8459 -0.1092 3.0314 2.2992 0.7878 -7.9727 -3.7214 -0.6212 0.3617 -1.1119 -0.5728 -0.4315 -4.1401 -2.7109 -1.0661 1.909 0.673 1.7538 1.9541 -0.2672 4.8515 -5.1574 -7.4348 0.6411 -4.3307 -2.0149 2.9984 -3.5726 -8.1066 -2.7234 -5.227 -5.2414 -7.2468 -5.8877 -3.819 4.4277 -2.8174 -4.361 -1.3971 -1.9269 3.3191 -4.8384 -3.16 3.4839 9.952 1.2295 1.1362 4.8826 -1.4141 1.7769 -5.203 1.093 -1.5241 3.2032 3.6458 -3.9489 -2.4427 -3.4417 -2.3939 2.3898 -1.647 10.9292 5.5252 4.3073 2.734 -0.2187 -2.7821 -7.8397 -2.1542 0.1291 -4.588 -1.233 7.4666 -3.1204 6.1558 6.5905 0.6754 3.5739 1.7087 7.8304 -2.3398 1.0797 0.2375 -2.7127 -4.6987 1.2327 -0.6028 1.5432 1.4926 -2.9229 -2.3403 -0.2194 -0.0304 -1.3906 -1.0239 3.6593 -5.5066 -1.6438 -4.2511 -5.5515 -5.2835 3.2654 -4.0265 1.8363 1.9221 -1.267 2.491 6.2042 4.4164 -0.812 -2.1539 -1.9553 -4.8502 -0.4734 -1.0866 0.1423 -3.7929 -4.9154 5.3216 -6.3367 3.3045 0.0691 -4.4941 7.1804 1.6026 -0.463 -2.9427 6.1648 -6.1485 -6.9743 0.1767 4.151 3.4115 -1.1417 6.0944 -5.407 2.1154 1.276 0.873 -0.9026 5.7873 3.8576 4.9077
"114" 36.2995 1.1438 4.7574 2.6348 8.1287 2.0017 -3.0351 -3.2838 0.2865 -0.2001 -3.0087 -0.9335 -2.1476 -2.3109 -5.7428 5.7548 -0.2184 -9.953 -6.7171 -1.9236 -0.168 -2.4272 0.001 4.3196 -0.9569 -0.2359 -1.9031 -7.1327 -0.467 -5.3881 4.2663 -3.9885 10.8803 -2.4872 -6.6049 -5.1428 2.751 -7.5473 -4.1291 -1.3206 3.4385 1.5348 11.9794 0.6559 -5.9462 -1.477 0.8046 -2.3454 -2.6681 1.3797 2.8716 -0.8887 -0.6737 2.1009 -0.0859 4.273 -1.8374 -5.6193 -2.1768 0.4328 -2.9803 1.3543 2.3495 -1.8134 -1.6548 5.5542 -0.624 -3.0274 -1.2163 -4.5513 -1.8669 3.7635 -4.8597 -2.4554 -4.6311 -1.8607 -2.0328 8.1746 8.0938 -1.6513 0.6973 3.7956 -2.0001 -1.583 -0.9062 -0.9155 -5.8039 0.3502 12.6368 1.1628 0.1811 3.6864 4.704 2.9289 2.2003 0.1442 -4.5237 -2.8564 -1.0041 6.2207 8.027 5.1292 -0.5786 -12.5803 -5.1525 0.6294 -1.6753 3.3686 -5.5353 -2.8562 -1.0434 2.3325 -0.1161 0.9735 1.1777 -8.2044 1.7254 -5.322 -1.4446 -1.6269 4.3072 -1.6385 -0.9345 -2.3332 8.4528 -2.7065 -1.0677 9.1155 -0.6362 2.9691 8.6517 -1.7128 -5.7921 -4.0163 5.259 7.0236 -4.3679 1.4205 0.0702 -10.5075 -1.0229 -5.2838 6.5887 -5.1161 -4.1274 -1.1828 -4.7083 -1.1734 -7.0117 -1.9413 3.642 9.265 0.1702 -4.9622 2.0456 -9.7238 -2.5457 -3.6348 1.7682 7.0728 -1.7642 2.6949 2.3769 3.4371 -9.2891 7.8967 1.4413 -8.0876 -2.4122 -5.7883 -0.6179 -0.4417 5.4808 4.2034 1.3018 -0.3373 -3.006 -8.6407 -7.008 0.1171 0.5101
"115" 3.579 -9.3627 -2.9051 1.5142 -1.1852 7.9945 4.0186 1.254 -1.456 -8.5566 -2.3511 -2.0959 -3.1122 -2.6563 -2.4732 -2.6901 -0.0183 2.447 0.261 -0.9008 0.5174 1.0271 -4.6211 2.1531 0.9256 3.8184 -6.3305 -4.4716 3.7014 3.3303 -8.397 -3.4543 5.6774 -3.2601 2.6239 4.2895 -0.3553 -1.2055 -0.9137 -0.3771 0.5919 -0.5831 -11.2077 6.4077 -4.8895 0.4475 5.4216 -1.9243 1.1163 -7.386 2.5424 0.0884 -4.2485 4.1786 2.7013 -1.107 0.095 0.8394 -5.1707 4.2395 0.9065 -6.1514 1.1057 -4.9712 1.5746 -2.6996 -3.5239 -1.3076 -2.8547 -3.0194 -4.6502 -2.9722 8.3822 -3.9376 -0.9759 3.8656 -0.1868 3.1098 4.095 -0.1983 -2.0131 0.7937 10.5794 -0.3241 -0.4765 -2.6422 1.3372 -5.6872 2.1537 6.0317 -1.2455 1.7387 5.5706 -4.5604 -1.6453 4.4929 -0.8554 -0.3094 0.9651 -6.266 8.8633 1.7788 4.1655 -1.846 -6.3373 -0.3749 0.2463 -8.4299 1.9416 -7.8436 5.2661 -3.681 4.9084 7.6303 -4.4502 0.1957 -4.8116 1.9622 -2.0525 1.8034 -3.0243 1.4286 0.0227 4.5015 -1.5499 -0.1089 -0.8597 2.254 -1.5036 2.7488 -7.671 -1.4836 1.0342 0.5109 1.3769 7.0392 -6.9383 0.9559 -2.3845 8.5177 0.4311 -1.9921 -4.8569 -5.8018 -7.222 -2.5261 -6.5331 -5.0122 -0.429 -2.1183 -5.7359 2.7348 -1.4743 -3.967 -1.1452 0.4241 -5.2338 8.7675 -5.7726 0.7939 0.7481 4.7111 -8.1701 0.5387 -2.8646 -5.9411 -2.251 -2.4539 3.4394 -1.101 -5.8581 -2.8393 1.4045 9.8923 -1.139 -1.3439 8.2398 -8.3151 10.1961 0.3365 -10.3627
"116" -13.9416 -0.9128 -3.341 -0.5973 1.5675 -1.3308 -1.68 3.8711 0.2812 -4.0125 -1.92 -1.9539 11.0736 6.7864 -6.0785 -1.4456 -0.3104 0.4996 -3.9066 0.3779 3.986 -1.878 1.7565 2.26 -0.0901 -2.3569 1.0686 -2.1079 6.2715 -1.5253 9.5489 -0.1336 -0.6318 4.4876 -3.2128 8.6895 2.6209 -7.1743 6.7846 7.2475 -4.309 7.762 -3.6069 14.6201 -2.757 -2.4223 5.2737 -6.5441 -1.3662 0.0128 -0.8433 3.7369 -0.3351 -2.8659 1.4694 -0.2096 0.2553 -0.7661 0.6294 5.0678 -5.6346 2.5589 -1.9015 2.8294 4.7897 2.8131 -0.525 -1.4912 4.9879 4.9541 -4.1651 -1.8525 -2.4594 -7.9071 -7.0196 6.9441 4.9382 8.4217 -4.3154 2.5134 0.0504 5.0752 -2.1658 2.7744 -1.8317 2.9947 -5.7963 3.6683 5.6983 0.6696 6.3519 -8.906 2.6312 9.2571 -2.5909 6.5723 -1.4515 -5.3751 0.5887 0.8869 -3.6504 1.6122 -4.1081 1.8849 2.6151 2.2272 -1.7062 4.8505 6.3151 1.8389 -1.1605 -6.8048 2.3129 8.3896 2.9354 4.1239 -2.0961 1.8108 -1.3242 -1.2843 6.012 -1.6739 0.1077 -3.0931 1.1205 0.3717 -0.1421 0.0341 8.4834 1.6923 7.5295 5.6615 -6.4233 0.7545 -7.6017 2.2201 -1.6132 4.5023 3.8819 3.6868 -3.4407 6.259 0.8702 -3.6293 -0.5405 0.0178 -5.1425 -3.696 5.9356 0.2387 2.1307 -2.3782 -7.2778 2.4311 -0.3415 0.6451 -7.7252 -7.0101 -10.3089 4.6534 0.3544 0.1372 3.14 -1.4136 -0.4283 0.0253 4.6795 -0.9483 0.6789 -0.0273 2.5506 1.67 5.5696 -0.7228 4.5829 1.7294 2.0915 -5.5066 4.8752 -1.6465 2.4684
